source_index,true,predicted,text
737,talk.politics.guns,talk.politics.misc,"
Shit, i'm going to be a lot more carefull filling by income tax!   "
742,talk.politics.misc,talk.politics.mideast,"

Your post is based on the premise that the laws as they stand do not
discriminate anybody, so your argument falls over immediately.  Are you
really that dumb as to use emotive language to prove an argument?
Please feel free to answer, that is, if you have anything intelligent
to say on the matter.



"
747,talk.politics.misc,talk.politics.guns,"...

	Oh they'll get it back, with exposed film. :(

	Shortly after the Rodney King episode, a woman here in Dayton used a
camcorder to tape the police arresting several youths.

	Upon noticing her, the police arrested her (for jaywalking!) and
""accidently"" erased the tape while they had it.

	Yep, they'll get their film back allright...."
749,talk.politics.mideast,talk.politics.guns,"

Ah, but when you fire at armed folks they have this nasty habit of
firing back. A simple terrorist could get hurt that way."
759,talk.politics.misc,talk.politics.mideast,"

No, what it means is that I, like a majority of environmental scientists/researchers,
agree that El Nino/La Nina and the Southern Oscillations are the systems
involoved in that climatic phenomena categorized by humans as a drought(1988).

Furthermore, in response to an earlier message, the 1992 U.S. est. output of
sulfur dioxide (20 mill. tons) was equivalent to the entire output by the recent
eruption of Mt. Pinautubo(Sp.).  Currently world carbon dioxide levels set at approx.
360 ppm, in the past 120,000 years it has never gone above 280 (this info
was found using ice core samples from the joint French/Russian/U.S. Vostok
project).  Furthermore,  the background emmisions of chlorine compounds into
the atmoshpere is about 0.6 ppb annually, it now sits at 3.5.  This OVERWHELMING
data/info is found in the World Resources doc. published by Oxford University.

The ozone hole in the Northern and Southern Hemispheres keeps getting bigger
and stickin' around longer whilst skeptics ponder how wrong or corrupt all this
data from government and international scientific institutions is.  It is a pity, that,
if the skeptics are wrong and we base our complacency on their Limbaugh
psycho babble, then we will find ourselves strapped by limited options with
which to rectify the primal engineering of our industrial age."
781,talk.politics.misc,talk.politics.guns,"In a debate about the student government here at our university, a
question was raised by one student senator:  

""Why should I represent people who didn't vote?""

and by implication, this raises a different question:

""Why should I represent people who didn't vote for me?""

I feel that there are many good reasons that anyone elected to public
office (in student government or any other government) should strive
to represent ALL the people in their constituency (class of '95 or a
geographical area, or whatever).  

I would like some help from others in phrasing a reasonable argument
on this topic.  Thanks.

Followups are directed to talk.politics.misc, but email is preferred."
788,talk.politics.misc,talk.politics.guns,"

Watch the videotape carefully, the CNN coverage was fairly decisive.

The first fire starts in the Tower, this is three storeys high and there
is a flag to the right of it on the picture. The second fire starts 
in another tower which is similar to the first only two storeys high.
The flag is on the left in the camera picture that shows this fire
starting.

Thus the camera pictures cleraly show the fire starting at two separate
locations. The FBI report a third. I was not able to verify it from the
videotape however someone else identified a fire shown to be starting behind
the small tower in the second (flag on left) camera angle.


The flames coming out of the building are yellow/orange. This is the
normal colour for carbon compounds burning. The flames were those of a 
solid or confined liquid burning, not of a gas exploding. 


The explosion that occurs mid way along the building is certainly not an
explosive though. The cloud itself is on fire. This would seem to
be most likely to be some sort of fuel oil store exploding rather than
the explosion of a magazine.



Depends entirely on how they were distributed. You would not be able
to identify ammunition rounds going off from video camera coverage
from a mile away. If and when the FBI release pictures from cmeras
on the armoured vehicles (which presumably exist) it might be possible to 
get a clearer picture. 

If anyone expects to see explosions hollywood style aka Rambo movies then
remember that in real life cars do not burst into flames when going over cliffs.

Just about the most you could expect would be to see the grenades
going off. Since the building was designed to be blast proof to some
extent it would be difficult to distinguish the grenades going off from
the collapse of the building due to the fire.



Paranoia.


You wouldn't beleive the FBI if they showed you a picture of Koresh himself
setting light to the place. Your mindset is such that you are simply
unable to accept as true anything that might suggest that a group of
heavily armed weapons fanatics might indeed be in the wrong.

The gun lobby can't accept that the B-D set light to the place because
that would mean that Koreh had murdered 17 children, that would mean that
their taking his account of the murder of 4 BATF agents would be even
less credible than it was to start with.

Koresh had 51 days to come out with his hands up and face a fair trial. 
Instead he ordered the murder of everyone in the place.
"
789,talk.politics.misc,talk.politics.mideast,"t


The original poster never said they were afraid of King because he was
black.  In fact the officers were afraid of King because of WHAT HE DID,
not because OF THE COLOR OF HIS SKIN.  It is you, Mr. Frank that read the
phrase ""large black man"" and cried racism in a typical knee-jerk fashion.
When you (and others, I suspect) can get past this problem maybe the real
problems in this issue can be discussed."
799,talk.politics.guns,talk.politics.mideast,"Lord, I hope you don't Hoover was a pro! He was monstrous."
808,talk.politics.misc,talk.politics.mideast,"
Not this again.
"
809,talk.politics.misc,talk.politics.guns,"
	Excuse me? Quality? As in grade A CO2 and grade B CO2? I may not have
this quite right but I was under the impression that CO2 was CO2.

 Furthermore, 

	A) There is no reason to believe this system is inherently stable- 
The Ice ages occured without any help from humans.

	B) The point was that the human contribution of CO2 and other 
greenhouse gasses is insignificant and it won't really make a difference if
we make more or less.

	C) What overwhelming data? I see lots of 'projections' of the future,
which is fascinating, considering they can't predict the weather two weeks
in advance."
812,talk.politics.guns,talk.politics.mideast,"


Ironic, since it's pretty much what was used to blow up the World Trade
Center...
-- "
813,talk.politics.misc,talk.politics.guns,"
Your starting to sound like a little child who wants ice cream. If you
kick and scream enough you think people will believe you. Sorry proof
by vigorous ascertion doesn't hold any water. I can insist that cats
are dogs all day, it doesn't make it so. "
816,talk.politics.mideast,talk.politics.misc,"
Yeah right, sorta like the Indian sub-contient, eh?"
820,talk.politics.misc,talk.politics.guns,"People *die* of natural causes, too.  We hear all this bellyaching over
things like murder and war while Mother Nature is killing people all of
the time.

In fact, more people die of natural causes than due to the conscious
actions of other people.  So, what's a few murders here and there?


-- "
822,talk.politics.misc,talk.politics.guns,"


And this search procedure must also follow the rule of law.


It may, if necessary, when the search is executed in an illegal and
violent fashion.


These ""criminals"" were threatening the lives of NO ONE -- they were fired 
on FIRST, according to a number of accounts.


Wrong.  Firing a gun at someone is lethal force, even if no one is hit.
Of course, they DID hit AND kill people.


You are silly.  There are no such warrants in existence, Phill.



Thanks, Phill, for another example of that great socialist sensitivity.
""Obey the government or die.""

*PLONK*
-- "
823,talk.politics.misc,talk.politics.guns,"Oh..
just a note, my usually poor typing is made even more dificult by the 
small keyboard and mutiple connections I am piped through in order
to access news while here in DC.

I'm really not trying to irritate the spelling mavens :-)

LUX ./. owen

"
836,talk.politics.misc,talk.politics.guns,"




You might as well have.  You certainly would not have been in error if
you would have."
839,talk.politics.misc,talk.politics.guns,"

  Too many MDs on the list and not enough RNs in my opinion.

  Doug
"
843,talk.politics.misc,talk.politics.guns,"
So, you approve of the BATF launching a 100-person raid, complete
with flack jackets, men hidden in horse trailers, stun grenades,
semi-auto weapons on peaceful citizens?  who would also accept
a search authoried by a court?

There is still no proof that the Branch Davidians had illegal weapons.
Nothing else was in the jurisdiction of the BATF, unless they were
thought to have a still, or be smoking untaxed cigarettes.

The automatic firearms violation is a TAX matter !  You don't serve
no-knock warrants on someone with .50 CAL MGs.  It isn't necessary
(they can't flush a machine gun down a toilet, you know), and it isn't
smart (if you are right, you got a good chance of getting blown away.
if you are wrong, you shouldn't have done it.)


The stupidity was indeed related to this.  But the stupidity may have been to
attempt to serve the warrant by ludicrously over-armed, over-protected
and over-confident gestapo.  Escalation isn't automatically brilliant.

IT WAS A TAX MATTER !  YOU CAN""T FLUSH MGs DOWN THE TOILET !
YOU DON""T NEED NO-KNOCK WARRANTS FOR EVERYTHING.

Actually, IMHO nothing justifies them, but that is another argument .
There wasn't any murder of police officers.  There was probable cause
to arrest them for murder perhaps.  We US citizens are innocent until proven
guilty.

There also wasn't any killing until the BATF screwed up real bad.


Lew"
849,talk.politics.misc,talk.politics.guns,"
Say WHAT?  Surrounding the compound with armed men and throwing
grenades isn't a provocation?


You're smoking something not legal in the US.  They never rang the
doorbell.  Not even the BATF has claimed that they have. This was a
no-knock search.

As to the good reason the BATF has-- the warrant and supporting
affadavit have not been made public. 
"
855,talk.politics.misc,talk.politics.guns,"
I find it very interesting that you say there will be 2.5 million
queers in the march on Washington.  The largest figure I've seen in
the press is 1 million and we all know how liberal the press is with
their numbers. :)

For another thing, 1% of 250 million is 2.5 million not 6.  Maybe
that's where you got the 2.5 million number.  Also, the number cited
in the actual report is 1.5% so that would be about 3.75 million.

As for this march on Washington, I wonder how much the media is
going to inflate the numbers this time.  Last time, for the
pro-abortion rally, they more than doubled the actual number of
people who showed up.  That and all the stories coming out of how
the press ""slants"" the news really makes one wonder who's watching
the watchers.

BCNU."
862,talk.politics.misc,talk.politics.guns,"

The above conveniently ignores the murder of four BATF agents by the
Branch Davidians in an unprovoked ambush.

Any government that allows tinpot dictators to set up shop and declare
a private state has drifted into anarchy. There are laws to control
the ownership of guns and the BATF had good reason to beleive that
they were being violated. They set out to obtain a legal warrant and 
attempted to serve it only to be met with gunfire when they rang
the doorbell.

The paranoid assertion that the BATF fired first in an unprovoked
assault assumes that the BATF were on a death wish. Had they
expected the B-D to be anything other than peacefull citizens who
would accept a search authorized by a court they would have turned up
in a tank and broken the door down on day one.

The stupidity was the attempt to serve a warant on the place by
ludicrously underarmed and unprotected police. 


If anyone on the net cares to suggest a sure fire method of bringing
the murderes of four police officers to justice perhaps we could
hear it.
"
865,talk.politics.misc,talk.politics.guns,"
At all times in human history, people have killed and stolen from one
another.  If you can find an example of where this hasn't happened in
history, then you have discovered a new phenomenon in nature.

It is pointless asking whether people ""should"" do this;
they DO do this.  It has just evolved that way.  Humans have evolved to
have this characteristivc.  You can debate whether this should be
particular matter should be left up to the individual or not, but it is
the nature of humans to kill and steal from others and you will not find
a single counterexample (of a society without these types) in nature.
-----------------------------------------------------------------------
Please find a better argument than that's the way it has always been.
Child mortality has always been, yet we find it in our hearts to have
made an attempt to change that.  "
879,talk.politics.misc,talk.politics.mideast,"
What a JOKE! You can't actually believe what you just said. Can you? We 
bombed and invaded these countries.

Notice the definition of war (from the American Heritage Dictionary):
	1) A state or period of armed conflict between nations or states.
This qualifies the invasions of Cambodia and Laos as wars.

Then let me explain this to you REALLY slowly. Why did he abuse the 
powers of his position? Could it have been to gain personal political 
power? Naw, that would be too obvious.

And anyone who can only call names because his position is defensless is
breathtakingly ignorant and desperate. I noticed that you edited out the
other points were I proved you and Phil to be completely wrong.

------------------------------------------------------------------------------
""Death to all modifiers, he declared one day, and out of       Garrett Johnson
 every letter that passed through his hands went every      Garrett@Ingres.com
 adverb and adjective. The next day he made war on articles.
 The following day he blacked out everything in the letters
 but ""a"", ""an"", and ""the"".  - Joseph Heller's Catch-22"
885,talk.politics.misc,talk.politics.guns,"

No, this is not true. the CNN pictures show two sites clearly and a third is
barely distinguished. 

If you have a tape you should note that there are two towers at either end
of the building, a big one and a little one. What appears to be merely a 
long shot of the big tower with the tank in front is in fact the little
tower. You can tell beacuse the flag in the foreground switches sides from the
right of the picture to the left.

The third site is visible as the flames clearly come from a point obscured by
the small tower. You need a tape and a good slow motion video to see this.

"
890,talk.politics.guns,talk.politics.mideast,"


	Religious fanaticism?"
891,talk.politics.guns,talk.politics.mideast,"
CNN reported tonight that some bodies were found with bullet holes in their
heads.  However, I have no information on the possible causes.

This is not to say that Government stories are to be taken at the face value in
this case, but to jump to conclusion at this stage may be the source of
embarrassment in the future.  Let's be paranoic, this may be a ploy to smoke
out the opposition and decredit them.  :-)

Comparison of this incidence to Tienanmen Square is made in soc.culture.china. 
Just in case you need more ammunition to shoot at each other.  :-)

No matter which side you are on this Waco issue, are you ready to die defending
your cause?

Peace be with you."
897,talk.politics.misc,talk.politics.guns,"
It will be ironic in the extreme if Spector manages to uncover a
government conspiracy and cover-up in this case. Maybe he'll posit a
Magic Grenade that lit fires in three wings of the building at once.
"
899,talk.politics.mideast,talk.politics.guns,"                                                      ^^^^^^^^
	Oh my god. My spelling and grammer suck. I guess I need some
sleep. I said righting (instead of writing). What's the chance
of that. Thank god I caught it before everyone started picking
on it. I hope I didn't cause Mr.Jefferson too much shame. 
"
901,talk.politics.misc,talk.politics.mideast,"


CHEERS Brandon.  That's the best suggestion I have seen that.  !!!"
902,talk.politics.misc,talk.politics.guns,"
Oh are we Jill?  Let me tell you a story then...

One evening not long in this country a man, a parolee, a convicted KNOWN 
violent crimminal lead police on high speed chase after breaking another law.
He decided that police had no right to do their jobs and enforce the law
and assualted two of while attempting to resist arrest.  When police use
metal sticks to force him into submission we heard all the reason why certain
people in this country have and excuse when they refuse to obey the law, 
how this was a perfect example of police oppression, how all the police
had to do was behave a certain way and all would have been finei, how nothing
the victim did could have possibly warranted the response - some blows with
a few sticks - he got from the authorities.

Funny, how when it's Bloodbath Billy or his hitwench calling the shots,
a group of people who were bothering no one, were not know to have broken 
any law, who asked only that they be left alone to practice their religion
as they fit, how it is now that the government is justified in assualting
those people with 100 heavily armed commandos simply because the gun 
grabbers in DC thought these people had more guns thay they thought they
should have.  Now when it's the Clinton administration that has the blood
of dozens on its hand AAAALL of a sudden it's the people who refused to
have their civil rights violated, it's their fault, those evil fanatics
provoked it...

How is it in the mind of the liberal Democrat-Clinton supporter that a
crimminal puke, scum bag, piece of garbage like Rodney King could not have
possibly provoked the beating he got, but this bunch of wierdos could cause 
a fifty one day stand off that ended with the burning deaths of all of them
and their children, all by themselves with no help from the the police.  
And to here people say they deserved what they got, to hear Clinton say
the blame rest solely with Koresch, what a cowardly piece of work that
man has shown, again, himself to be.

WE'RE blaming the right people.  It is you and others that defend ANY of the
actions of the BATF, FBI or Justice Department in this matter, that with 
each word prove again and again the depth of the hypocrisy, the double
standard that people like the Clintons would hold certain Americans to. 
While at the same time allowing others to do as they please with only 
excuses to offer their victims.  It's all to clear these days, from the
comments of the ""president"" and the rationalizations of his supporters
in these groups, that in a liberal Democratic vision of America only
a certain select few people can expect to have civil rights enforced, 
and this administration intends to enforce laws, apply the Constitution
and obey the laws only when it suits them to do so. 

The Rooster

				WARNING!

                   By order of Heir Clinton and for your own
                personal safety: Remember to maintain membership
                 in ONLY BATF approved religious organizations.
	 	   BATF approved religious services.
"
912,talk.politics.misc,talk.politics.guns,"
[unrelated text deleted]



I think that Phil needs to get out a ruler and see exactly how big 50mm rounds
are - roughly 2"" diameter.  The type of stuff used in Anti-Aircraft gunnery.
.50 calibre is much smaller, but the 3000m effective range (~2mi) sounds about
right. Maybe he just got the two confused..... The FBI's reasoning was sound,
but the note from PH-B was factually wrong.

Tom H.



-- 
--------------------------------------------------------------------------------Tom Hyatt                                  I'm a diehard Saints fan, so i've    thyat@sdf.lonestar.org                     suffered quite enough, thank you!    Arlington, TX                                                                                                                                                    Help! I'm being repressed!  -M.Python                                          -------------------------------
"
913,talk.politics.misc,talk.politics.guns,"A repost from talk.religion.misc,talk.politics.guns,soc.culture.jewish:

From: cdt@sw.stratus.com (C. D. Tavares)
Subject: Re: Who's next?  Mormons and Jews?
Date: 20 Apr 1993 19:15:13 GMT
Organization: Stratus Computer, Inc.




All government claims.  If they were really stocking such weapons for
Armageddon, how come they never used them?


""The time is coming.  Those of you who have no sword, sell your shirt and
 buy one... And they told him, Master, we have two swords.  And he said, It 
 is enough.""  (LUKE ...)

""Think not that I am come to send peace on earth: I came not to send peace,
 but the sword. For I am come to set a man at variance against his father,
 and the daugher against her mother...""  (MATT 10 34-35)


Just maybe you won't be home.  Then you can come home to something 
like this:

    ""Well, it's been a rough month,"" begins Johnnie Lawmaster.  ""I
 just get laid off, and my divorce became final.  But I just wasn't
 ready for what happened this particular Monday.""

    That particular Monday was was December 16, the first day of the
 Bill of Rights' third century, the day when federal agents and local
 law enforcement officer broke into the house in Tulsa that always flew
 the U.S. flag.  When Lawmaster drove into the driveway that bleak
 afternoon, one of his neighbors had some news.

    ""'Ohmigod, John, you are in big trouble!' my neighbor tells me.
 'Sixty police, federal agents and the bomb squad busted in you house,
 kicked down the door, cut locks off your gun safe.'  I couldn't
 believe it.  Then I walked inside.  What a nightmare.""

    It was no nightmare; it was horribly real life.  Apparently acting
 on information the Lawmaster possessed an illegal firearm, some thirty
 agents of the Bureau of Alcohol, Tobacco and Firearms (BATF) teamed up
 with state and Tulsa police authorities, search warrant in hand, to
 search for a ""Colt, AR-15, .223 caliber machine gun, unknown serial
 number.""  The warrant, issued by U.S. Magistrate John Leo Wagner, also
 authorized agents to seize ""any tools used in the alteration or
 modification of firearms, such as files or drills; documents, papers,
 books, records, and other tangible properties which identify occupants
 or owners of the property to be searched....""

    Reports vary, but according to neighbors, the joint task force
 operation aimed at the unemployed warehouseman from a nearby hospital
 involved some 60 agents and local law enforcement personnel against
 Lawmaster.  They cordoned off the street; took station with weapons
 drawn in the back yard; used a battering ram to break through the
 front door; kicked in the back door; broke into his gun safe; threw
 personal papers around the house; spilled boxes of ammunition on the
 floor; broke into a small, locked box that contained precious coins;
 stood on a table to peer through the ceiling tiles, breaking the table
 in the process.  Then, they left.  The doors were closed but not
 latched, much less locked.  The ammo and guns were left unsecured.

    ""My front and back doors were pulled shut, but they were busted
 through and couldn't latch.  Anybody could have waltzed in there and
 stolen everything I own.  A child could have taken a gun.  The guns,
 the safe -- everything was open and laying around.  I keep all my
 magazines empty, but someone had loaded them.  While I was looking
 around in amazement, the gas, electric and water companies show up to
 turn the power off.  They said they were told to shut things down.
 Then I found the note.  ""Nothing Found - ATF.""

    ""They didn't make any attempt to notify me.  I've lived in Tulsa
 all my life and never got more than a traffic ticket.  How come they
 can't look that up, realize I've been law-abiding my whole life, then
 come to the door when I'm home?  They didn't leave someone here to
 watch over my private property.  They didn't even come by to explain
 what happened.  They just raided my home, ransaked it, left it wide
 open and left.""

    Lawmaster placed a phone call to the local BATF agent.  ""I asked,
 'Are you gonna' arrest me?' and he said, 'No.'  I asken him, ""Who is
 going to repair and clean up my house?'  And he said, ""If you're going
 to talk to me, come down to my office.'

    ""'I can't come down!' I said.  'My doors are broken!'  If I had
 been on vacation and I didn't have friendly neighbors, I would have
 lost everything I own.  Here I am a competent, responsible firearms
 owner, and the government leaves them open, unlocked, with ammo strewn
 around.""

    Lawmaster said the agent advised him, ""If you want your door to
 lock and your gun safe to lock, you're gonna' have to pay for it
 yourself.""

    ""'Oh, I'll come right down, alright,' I told him.  'I'll come
 down, but I'll bring my attorney.'  And he said, 'Well, you bring
 your attorney, and we won't talk to you.'""


So if you don't want your tea party to be held in awkward silence, make
sure your lawyer isn't there, there's a good chap.



What a repulsive outlook on society.  ""Followers of unusual religions
may be killed by the government -- it simply can't be helped in a free
society.""

You and I have two different concepts of ""free.""
-- "
923,talk.politics.misc,talk.politics.guns,"[...]



Mr. Kuo: I don't recall seeing your byline around much before (at least
on t.p.m). Let me clue you in on this newsgroup. t.p.m is populated
largely by people whose hatred for the U.S. government, especially
the government of Mr. Clinton, is literally boundless. To these
people, the suggestion that agents of the U.S. government would carry
out a spectacular massacre of its own citizens, in full view of TV
cameras, is not an 'extraordinary claim'. It's just another day in
the life of these United States.

They don't have to suggest any reason why the FBI would want to
publicly massacre citizens. Have you seen 'The Crying Game'? 

	""It's in their nature"".


Don Pajerek"
924,talk.politics.guns,talk.politics.mideast,"

Of course.  When the catbox begines to smell, simply transfer its
contents into the potted plant in the foyer.

""Why Hillary!  Your government smells so... FRESH!""
-- "
927,talk.politics.guns,talk.politics.mideast,"

Lucky they brought the situation to a prompt resolution before they had to 
turn things over to the amateurs.


God help us all.
-- "
928,talk.politics.misc,talk.politics.guns,"Does anyone know where I can access an online copy of the proposed ""jobs""
or ""stimulus"" legislation?  Please E-mail me directly and if anyone else
is interested, I can post this information.

Thanks,

Mike Brooks

NOTE:  My E-mail address in the news header is NOT correct.  My correct 
address is:"
929,talk.politics.mideast,talk.politics.misc,"If you think that kind of uncalled for blanket statement will
cause censorship at Mr. Jefferson's university you are wrong.
"
938,talk.politics.misc,talk.politics.guns,"







You should be aware that the US Army was called to ""fight""
(and did) WW I veterans (bonus marchers) who marched on
DC demanding bonuses they were promised for service.
Becaues of the depression, they wanted them early."
939,talk.politics.guns,talk.politics.mideast,"
Or, did anyone notice that when Clinton referred to the Davidians as
'religious fanatics' that a round of spontaneous applause burst forth from
the reporters ? 

To me this was not only in poor taste, but it showed the media's bias and
hostility to anyone not of the politically correct stripe.  No wonder they
have been cheerleading for the kgBATF and the FBI during this whole affair.

			Rod
------------------------------------------------------------------------------
""It [collectivism vs individualism] is an ancient conflict. Men have come
close to the truth, but it was destroyed each time and one civilization fell
after another. Civilization is the progress toward a society of privacy. The
savage's whole existence is public, ruled by the laws of his tribe.
Civilization is the process of setting man free from men.""
    -- Ayn Rand : 'Roark's speech from the _Fountainhead_'
------------------------------------------------------------------------------
I don't speak for my company. We hire the 'Politically Correct' to do that."
949,talk.politics.misc,talk.politics.guns,"

Just out of curiosity, what else was there to do in this situation?
Wait another 51 days/weeks/months/years???

Was there anything indicating that these children and the other
people were going to get out alive?
"
950,talk.politics.guns,talk.politics.mideast,"
Just want to make a comment on this.  If you live in this country long
enough, you should realize the media is no friend of the govt.  I am
only concerned about fact that the media like to jump to conclusion
before the facts.  But I am sure they are good in digging dirt as
well; afterall, they like the controversial events, which of course
make news."
951,talk.politics.misc,talk.politics.guns,"

Hey don't confuse these guys with facts dude! You might break some
beautiful illusions!

Of course by BATF admits this they mean that the BATF did not deny some
post by a pro-Koresh/gun lobby person some time back.

If anyone wants to understand the paranoid mindset of Koresh I offer you
talk.politics.guns. There you can dredge the sewers of minds so hung
up on power and ego trips that they bend reality arround their own
particular set of beleifs.

I long ago gave up arguing the case for arms control directly. Instead
I invite people to ask themselves, would you want to be in a room full
of the occupants of talk.politics.guns, their personal armouries and
attempt to enter a discussion with them?
"
954,talk.politics.misc,talk.politics.guns,"Doesn't seem like those responsible for the assault were very concerned
about the welfare of the children inside.  Seems like they were more
interested in flexing their muscle before the media.  My reasoning?
Just ask yourself this one question:

Suppose the scenario was slightly different and we had Chelsea Clinton
being kidnapped by terrorists, holed up in a compound for 51 days.
Do you think Clinton, Reno, the FBI, and the ATF would be so eager
to use a show of force?

Nuff said.


-- 
Richard Mulac                                       ck347@cleveland.freenet.edu"
955,talk.politics.misc,talk.politics.guns,"
Well they could unseal the original warrent (Why was i sealed in the
first place?), release their video & tapes (from their listening devices
inside the compound) and quit makeing contradictory statements.

Do you believe their statement that the children were killed by
lethal injection?  They later stated that the childrens bodies
were burned to the point the would be hard to identify.  So
how did they come up with the lethal injection theory?


Unless the evidence was destroyed or other evidence planted.


You mean ""Magic bullet"" Spector?

I know, a lone gunman killed all the Branch Davidians.   :-) || :-(
"
960,talk.politics.guns,talk.politics.mideast,"
That's right.  Despite claims that someone at Kent State fire a shotgun
at the the soldiers, the only projectiles that anyone can prove where
sent in the direction of the soldiers were rocks."
962,talk.politics.guns,talk.politics.mideast,"
     And you're the guy that doesn't know that illiterate people can't write 
coherent sentences. Does that make you superior somehow?

                                        Steve
[]"
970,talk.politics.misc,talk.politics.mideast,"
]Furthermore, in response to an earlier message, the 1992 U.S. est. output of
]sulfur dioxide (20 mill. tons) was equivalent to the entire output by the recent
]eruption of Mt. Pinautubo(Sp.).  Currently world carbon dioxide levels set at approx.
]360 ppm, in the past 120,000 years it has never gone above 280 (this info
]was found using ice core samples from the joint French/Russian/U.S. Vostok
]project).  Furthermore,  the background emmisions of chlorine compounds into
]the atmoshpere is about 0.6 ppb annually, it now sits at 3.5.  This OVERWHELMING
]data/info is found in the World Resources doc. published by Oxford University.

Good evidence.

]The ozone hole in the Northern and Southern Hemispheres keeps getting bigger
]and stickin' around longer whilst skeptics ponder how wrong or corrupt all this
]data from government and international scientific institutions is.  It is a pity, that,
]if the skeptics are wrong and we base our complacency on their Limbaugh
]psycho babble, then we will find ourselves strapped by limited options with
]which to rectify the primal engineering of our industrial age.

What ozone hole in the northern hemisphere?

What exactly will happen if we get an ozone hole in the upper atmosphere?
According to the senior chicken-little at NASA, as much more UV radiation
as if one moved 100 miles south.  Certainly not the calamity that is being
imagined by eco-lunatics.  

CO2 is going up.  So what.  There's no evidence that the increase is
due to burning fossil fuels, no evidence that increasing CO2 will increase
temperatures, and no evidience that raising temperatures will do anything
but good--ie make millions of acres of tundra into productive life-bearing
land."
972,talk.politics.misc,talk.politics.guns," 
 
Janet Reno, the FBI, et al were nothing but pawns in Koresh's game.
He was a madman who was going to hurt the children, and everyone
else in the compound no matter what the FBI did.
 
 
Such a hostage situation has taken place on numerous occasions
with the result of the police trying to take the place by
force and the result being the death of the hostages and the
gunmen. However, this is the first time I've heard of
the blame landing squarely on the police.
 
In this country we have a policy of not negotiating a back down
from terrorists and hostage takers since that only encourages
other terrorists and hostage takers."
974,talk.politics.mideast,talk.politics.misc," ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^


What kind of ranking system is used?
"
977,talk.politics.guns,talk.politics.misc,"In <C601ED.CD6@cpqhou.se.hou.compaq.com>, thomasr@cpqhou.se.hou.compaq.com sez:

This is all terribly interesting, but it doesn't belong in misc.legal.
Take it elsewhere, please.

-- 
        Have you hugged your common nucleus of operative fact today?"
978,talk.politics.misc,talk.politics.guns,"

  What is your proof that they ""did the best they could""?   Unless
  they had strong evidence that the children were in IMMEDIATE danger
  then ""the best they could"" have done was to SHOW RESTRAINT.

  Some of us DID predict this outcome, or at least suggested a
  strong possibility of it.  I, for one, said that in the event of
  an assault against the building the CHILDREN were the ones in danger
  either from the assault itself or from a ""Jonestown"" (my phrase
  a week after the seige started) style suicide.  And as I pointed
  out then, and repeatedly over the objections of people on the net 
  who disagreed with me, an adult may freely choose suicide but they
  have no right to impose this choice on their children.

  Now, while I don't expect the FBI to pay any attention to what I 
  have to say on this, I *DO* expect them to figure it out on their
  own or to take the advice of experts.  The cult specialist inter-
  viewed in yesterday's Boston Globe said he was repeatedly ""stonewalled""
  by the FBI when he pointed out to them that their confrontational
  tactics played perfectly into Koresh's mad view of the world and so 
  increased the chance of a tragic outcome.


  Give *US* a break!   Pumping teargas for 45 minutes into a compound 
  filled with CHILDREN?!!   This doesn't seem to show much regard for 
  their lives or safety.   ""Nontoxic teargas"" is an oxymoron.  Children
  have tiny respiratory passages which are easily blocked by the secretions
  induced by teargas; moreover teargas can easily cause fatalities in anyone
  subject to laryngospasms, asthma, or heart disease.

  If a madman is holding a gun to a hostage, someone who provokes the 
  madman by attacking him bears nearly as much repsonsibility for the
  death of the hostage as the madman himself.  These kinds of situations
  have to be handled *delicately* - not by surrounding a place with
  tanks and heavily armed personnel and blaring rock music from loud-
  speakers at all hours.   That approach is idiotic.  



  The solution is to greatly reduce the authority of the ""the authorities"".
  The Feds showed themselves here, as they have so many times in the
  past, to be a gang of trigger-happy, impulsive, yahoos who cause more
  trouble than they prevent.    Their confrontational approach reinforced
  every single message Koresh was giving his followers, virtually guarantee-
  ing that whatever crazy solution Koresh proposed would be followed
  willingly.   This was pointed out here, on Compuserve, in the press,
  just about every place except in the Justice Department where it seems
  a n.i.h. philosophy prevails.  
  "
980,talk.politics.misc,talk.politics.mideast,"




I don't remember the article that you removed so I can't comment on it.
What I can comment on though is your response.

Do you really believe that what you wrote is sufficient to refute the article?
Do have any facts in addition to your opinion?"
992,talk.politics.misc,talk.politics.guns,"It is interesting, sometimes, to listen to U.S. news as seen through
the eyes of another country.......

B.B.C. world news service, on short-wave, originating out of London,
reports that a survivor of the Waco massacre states that a tank, when
making a hole in the wall of the building, knocked over a kerosene
lamp and that is how the fire started.  Attempts were made by the
people inside to put out the fire, but it spread too quickly.

Has anyone in U.S. heard anything similar or are U.S. government
spin-doctors censoring such information?"
